amount,name,unit
3,REWE Bio Tomatenmark,TL
2,Wasser,EL
1,Knoblauchzehe,
,Salz,
,Pfeffer,
5,Eier,
,Salz,
,Pfeffer,
40,REWE Bio Weizenmehl Type 550,g
,etwas Butter zum Einfetten,
1,Kumquats,Päckchen
100,REWE Beste Wahl Speisequark Magerstufe,g
40,Zitronensaft,ml
40,Orangensaft,ml
60,REWE Beste Wahl Panko Paniermehl,g
500,Sonnenblumenöl (zum Ausbacken),ml
4,ja! Sonnenblumenöl,EL
160,ja! Raffinade Zucker,g
1,Vanillezucker,Päckchen
200,REWE Beste Wahl Weizenmehl Type 405,g
3,Backpulver,TL
50,Wasser,ml
250,ja! Puderzucker,g
,gehackte Pistazien,
8,dicke Scheiben Bauernbrot,
4,ja! Remoulade,EL
4,REWE Bio Gouda,Scheibe(n)
750,Wirsing,g
1,große Zwiebel,
1,Knoblauchzehe,
300,Stremellachs,g
4,Schwarzwälder Schinken,Scheibe(n)
100,REWE Beste Wahl Krautsalat,g
1,Möhre,
1,REWE Bio Rapsöl,EL
180,REWE Feine Welt Tiroler Bergkäse,g
2,Senf,TL
50,Weißwein,ml
200,REWE Bio Schlagsahne,ml
,REWE Bio Muskatnuss,
,Pfeffer,
,Salz,
1,REWE Bio Weizenmehl Type 550,EL
50,REWE Beste Wahl aromatische Walnüsse,g
400,Weizen Vollkornmehl,g
200,lauwarmes Wasser,ml
30,frische Hefe,g
1,Öl,EL
1,Salz,TL
3,Olivenöl,EL
1,Ei,
2,große Kartoffeln,
100,TK-Erbsen,g
2,Möhren,
200,Schmand,g
2,Handvoll Champignons,
100,küchenfertige Flusskrebsschwänze,
2,gekochter Schinken,Scheibe(n)
,Salz,
,Pfeffer,
100,geriebener Käse,g
1,Handvoll Rucola,
2,Knoblauch,Zehe(n)
1,rote Chilischote,
3,Olivenöl,EL
8,REWE Bio Pumpernickel,Scheibe(n)
350,Cherry Rispentomaten,g
200,REWE Bio körniger Frischkäse,g
,Salz,
,Pfeffer,
,Basilikum im Topf,
200,Hokkaido-Kürbis,g
2,Knoblauch,Zehe(n)
1,REWE Bio Kichererbsen,Dose(n)
40,Tahin,g
60,REWE Bio Natives Olivenöl Extra,ml
,Salz,
"1,50",Kreuzkümmel,TL
2,Zitronensaft,EL
150,REWE Bio Feta,g
3,Koriander,Stiel(e)
500,REWE Beste Wahl gekochte Rote Bete,g
1,gelbe Zwiebel,
50,REWE Beste Wahl aromatische Walnüsse,g
2,REWE Bio Rapsöl nativ,EL
1,Honig,EL
3,Thymian,Zweig(e)
,grober Pfeffer,
300,REWE Bio Dinkel-Butterkekse,g
,REWE Feine Welt Fleur de Sel,
3,Grapefruits (alternativ: normale Orangen),
,etwas Butter zum Einfetten,
130,REWE Bio Süßrahmbutter,
700,REWE Beste Wahl Speisequark Magerstufe,g
200,ja! Raffinade Zucker,g
1,Vanillepuddingpulver,Packung(en)
450,ja! Frischkäse Natur Doppelrahmstufe,g
4,Eier,
640,REWE Bio Hähnchenbrustfilet,g
3,REWE Bio Roh-Rohrzucker,EL
1,klarer Tortenguss,Packung(en)
2,REWE Bio Blütenhonig,EL
"0,50",Rotkohl,Kopf
2,REWE Bio Rapsöl,EL
,Pfeffer,
2,REWE Bio Sonnenblumenöl nativ,EL
50,Pekannusskerne,g
4,Orangen,
2,Apfelessig,EL
1,REWE Bio Ahornsirup,EL
750,REWE Bio Gemüsebrühe (glutenfrei),ml
150,REWE Bio Polenta,g
50,Parmesan,g
1,Butter,EL
3,frischer Thymian,Zweig(e)
4,Senf,EL
,Salz,
200,Reisbandnudeln,g
,REWE Beste Wahl Tafelsalz,
50,geröstete Sojakerne,g
125,Gemüsebrühe,ml
2,gemahlener Kreuzkümmel,TL
4,Sojasauce,EL
,REWE Beste Wahl Pfeffer a. d. Mühle,
4,Koriandergrün,EL
200,REWE Bio Rote Linsen,g
2,Rapsöl,EL
250,feiner Bulgur,g
1,Zwiebel,
600,Wasser,ml
1,Öl,EL
1,rote Paprikaschote,
200,frische Mungobohnenkeime,g
1,Paprikamark,EL
1,REWE Bio Tomatenmark,EL
2,Frühlingszwiebeln,
1,Petersilie,Bund
1,Kreuzkümmel,TL
1,Pfeffer,TL
,Salz,
2,Olivenöl,EL
"0,50",Kopfsalat,
1,REWE Bio Zitrone,
2,Karotten,
6,Knoblauchzehen,
1,Lauchstange,
4,Selleriestangen,
2,Hähnchenbrustfilets,
6,gelbe Paprika,
2,Toastbrotscheiben,
10,Walnüsse,
1,Zwiebel,
2,REWE Bio Natives Olivenöl extra,EL
300,Milch,ml
20,"schwarze Oliven, entkernt",
1,Chilischote,
,Salz,
,frischer schwarzer Pfeffer,
1,Zwiebel,
4,Hähnchenkeulen,
2,Lorbeerblätter,
"0,50",schwarze Pfefferkörner,TL
5,Wacholderbeeren,
3,Nelken,
,Meersalz,
100,Weißwein,ml
250,grüner Spargel,g
1,Zucker,Prise(n)
150,Champignons,g
2,Butter,EL
"1,50",kaltes Wasser,l
500,weißer Spargel,g
2,Mehl,EL
50,Schlagsahne,ml
2,Schalotten,
2,Sesamöl,EL
1,Oyster Sauce,TL
1,Sambal Oelek,TL
1,REWE Bio Rapsöl,EL
400,REWE Bio Putengeschnetzeltes,g
,Salz,
,Pfeffer,
,REWE Bio Paprikapulver edelsüß,
1,rote Paprika,
1,Cayennepfeffer,Prise(n)
50,REWE Feine Welt Oliven Kalamata,g
100,REWE Bio Feta 45%,g
4,Salatblätter,
1,Knoblauchzehe,
15,glatte Petersilie,g
250,griechischer Joghurt,g
4,REWE Beste Wahl Pita Brote,
1,junger Blattspinat,kg
"0,50",Gurke,
"0,50",Zitronensaft,TL
200,Olivenöl,ml
,Salz,
,Pfeffer,
,geriebene Muskatnuss,
250,Filo- oder Yufkateig,g
2,Eier,
200,laktosefreie Milch (z.B. REWE Frei von),ml
400,laktosefreier Hirtenkäse (z.B. REWE Frei von),g
4,Paniermehl,EL
2,geschälte Sesamsaat,EL
200,laktosefreier Joghurt (z.B. REWE Frei von),g
1,Knoblauch,Zehe(n)
200,REWE Feine Welt Feta Lesbos,g
3,"gegrillte, rote Paprikaschote aus dem Glas",
150,griechischer Joghurt,g
2,Olivenöl,EL
1,Honig,TL
,Oregano,
,Cayennepfeffer,
5,Olivenöl,EL
175,Quark,g
4,Eier,
180,Dinkelvollkornmehl,g
20,gemahlene Mandeln,g
1250,Süßkartoffeln,g
,"Koriander, gemahlen",
,"Kreuzkümmel, gemahlen",
,Kurkuma,
2,Knoblauchzehen,
,Zimt,
,Pfeffer,
,Muskat,
,Kardamom,
,Salz,
250,Okraschoten,g
1,Zwiebel,
2,Ingwer,cm
300,Milch,ml
1,Knoblauch,Zehe(n)
,Basilikum,
2,Zitronensaft,EL
1,REWE Bio Agavendicksaft,EL
30,Lauch,g
20,Sonnenblumenkerne,g
,Salz,
,Pfeffer,
120,Feta,g
2,reife Avocados,
1,rote Zwiebel,
2,Rucola,Bund
1,REWE Bio Feta,Packung(en)
,REWE Bio Mexiko Gewürz,
2,Olivenöl,EL
1,rote Paprika,
1,gelbe Paprika,
2,kleine Zucchini,
100,Oliven ohne Stein,g
4,Öl,EL
2,Thymian,Stiel(e)
400,Tortelloni (Kühlregal),g
200,Feta,g
,Salz,
1,Rosmarin,Zweig(e)
,Pfeffer,
750,REWE Beste Wahl tiefgefrorene Erbsen und Möhren,g
60,REWE Beste Wahl Süßrahmbutter,g
60,Mehl,g
200,Vollmilch,ml
1,Lorbeerblatt,
2,Express-Langkorn-Reis,Packung(en)
,Pfeffer,
3,Zitronensaft,EL
"0,25",Kerbel,Topf
,evtl. Zitronenspalten,
140,REWE Bio Sonnenmais,g
,Salz,
,Pfeffer,
1,Zitrone,
10,Minze,g
2,Riesenavocados,
1,Aubergine,
1,rote Paprika,
1,Kichererbsen,Dose(n)
1,Zwiebel,
1,Knoblauchzehe,
2,Olivenöl,EL
4,Tomatenmark,EL
250,Reis,g
135,REWE Feine Welt Weißer Thunfisch im eigenen Saft,g
800,Gemüsebrühe,ml
3,Thymian,Zweig(e)
150,Feta,g
100,REWE Bio Feta,g
6,REWE Beste Wahl Dulcita Tomaten,
,Pfeffer,
2,Butternutkürbisse,
1,Zwiebel,
1,Knoblauchzehe,
100,Rucola,g
100,Walnusskerne,g
8,Olivenöl,EL
2,Essig,EL
,Salz,
,Pfeffer,
150,Feta,g
150,getrocknete Cranberrys,g
1,Minze,Zweig(e)
1,Limette,
2,Agavendicksaft,EL
1,Olivenöl,EL
1,Fleur de Sel,Prise(n)
500,TK-Blattspinat,g
1,Zwiebel,
2,Knoblauch,Zehe(n)
2,Pinienkerne,EL
1,Olivenöl,EL
200,Feta,g
2,Blätterteig,Packung(en)
1,Ei,
500,Dinkelmehl,g
100,Hanfmehl,g
100,geschälte Hanfsamen,g
4,Hefe,g
2,Salz,TL
1,Kreuzkümmel,TL
250,Quark,g
3,Öl,EL
200,Bio-Dinkelmehl,g
2,Backpulver,TL
"0,50",Meersalz,TL
100,Bio-Buttermilch,ml
1,Bio-Rapsöl,EL
1,Ei (Gr. L),
15,Bio-Rucola,g
4,Cherry Tomaten,
100,Bio-Räucherlachs,ml
150,Bio-Emmentaler,g
1,Kapern,EL
2,Sesam,TL
1,Puderzucker,EL
8,Sojasoße,EL
3,Fischsoße,EL
200,Feta,g
2,Limettensaft,EL
2,Öl,TL
,etwas Ingwer,
"0,50",Wassermelone,
1,kleine Chilischote,
2,Lauchzwiebeln,
5,Koriander,Stiel(e)
8,"Garnelen (mit Schale, ohne Kopf)",
12,Wan-Tan Blätter,
1,Rosmarin,Zweig(e)
2,Rohrzucker,EL
180,Meersalzbutter,g
,Salz,
,Pfeffer,
1,Erdbeeren,kg
3,Zitronensaft,EL
500,Penne Nudeln,g
200,Feta,g
250,Rucola,g
200,eingelegte Paprika,g
50,Pinienkerne,g
4,Olivenöl,EL
3,weißer Balsamico,EL
"0,50",Kräutersalz,TL
"0,50",frisch gemahlener Pfeffer,TL
4,Äpfel,
2,Zucker,TL
150,Apfelsaft,ml
50,Butter,g
1,Rosmarin,Zweig(e)
300,"Maronen, gegart",g
100,Rotwein,ml
1,Salz,Prise(n)
1,Honig,EL
1,rote Paprika,
150,rote Linsen,g
1,Zwiebel,
80,"Maronen, vorgekocht",g
1,"Dessertwein, z.B. Madeira",cl
2,Öl,EL
"0,50",Kreuzkümmel,TL
1,Currypulver,TL
50,Cashewkerne,g
1,Pfeffer,Prise(n)
1,Meersalz,Messerspitze
2,Lauchzwiebeln,
5,getrocknete Aprikosen,
200,körniger Frischkäse,g
,Salz,
,Pfeffer,
,Curry,
1,"Basilikum, ohne Stiele",Bund
200,"Feta, in Stücken",g
100,Tomatenmark,g
100,"Butter, weich, in Stücken",g
1,Pfeffer,Prise(n)
1,Zitronensaft,EL
3,Bananen,
1,Zimt,Msp.
20,Sonnenblumenöl,ml
100,Kokosraspel,g
8,Vollkornbrot,Scheibe(n)
2,rote Paprika,
1,Olivenöl,EL
,Salz,
,Pfeffer,
1,Zitrone,
1,REWE frei von fettarme H-Milch,l
200,REWE frei von H-Schlagsahne,ml
"0,25",Salz,TL
1,Vanillezucker,Päckchen
200,Zucker,g
100,Rohrohrzucker,g
1,Backpulver,TL
125,Milch,ml
15,Hefe,g
40,Zucker (fein),g
250,Mehl,g
1,Salz,Prise(n)
1,Vanillezucker,Päckchen
1,Ei,
100,Butter,g
4,Pflaumenmus,TL
4,Mohn (gemahlen),EL
2,Puderzucker,EL
500,Vanillesoße,ml
2,Rosmarin,Zweig(e)
100,"Maronen, vorgekocht",g
1,Agavendicksaft,EL
1,Dessertwein,cl
125,Rotwein,ml
250,Rama steichzart pur,g
,Salz,
,Pfeffer,
200,Kirschen,g
200,REWE Regional Himbeeren,g
100,Johannisbeeren,g
100,Erdbeeren,g
500,REWE Beste Wahl Sauerkirsch Nektar,ml
3,Speisestärke (aus Mais),EL
180,ja! Raffinade-Zucker,g
"0,50",REWE Beste Wahl Bourbon Vanilleschote,
125,Milch,ml
125,REWE Bio Schlagsahne,ml
2,Eigelb,
1,frisch gepresste Zitrone,
100,Walnüsse,g
50,Kürbiskerne,g
1,Knoblauch,Zehe(n)
3,REWE Beste Wahl Aprikosen Konfitüre Extra,EL
50,REWE Beste Wahl Früchte-Müsli,g
50,"REWE Beste Wahl Mandeln, gehackt",g
250,"Vollmilch (3,8% Fett)",ml
2,Vollmilch-Joghurt,EL
1,Zucker,TL
1,"Soßenpulver ""Vanille-Geschmack"" (ohne Kochen)",Packung(en)
1,Sellerie,Stange(n)
1,Möhre,
100,Fenchel,g
4,Knoblauchzehen,
1,Frühlingszwiebel,
2,Olivenöl,EL
200,Gemüsebrühe,ml
200,"Weißwein, trocken",ml
200,Schweinehack,g
,Meersalz,
300,Tagliatelle,g
,Grana Padano,
,Bio Zitronenabrieb,
200,Möhren,g
2,Lorbeerblätter,
200,Rinderhack,g
100,Staudensellerie,g
1,REWE Bio Olivenöl,EL
175,Rote Linsen,g
1,Tomatenmark,EL
150,Rewe Bio Gemüsebrühe,ml
1,Stückige Tomaten,Dose(n)
,Salz,
1,Zwiebel,
1,Knoblauchzehe,
400,REWE Tagliatelle Nudeln,g
200,Mehl (Typ 405),g
2,Eier,
1,Olivenöl,TL
500,Tagliatelle,g
1,Zwiebel,
3,Knoblauchzehen,
500,Cocktailtomaten,g
3,Olivenöl,EL
3,Tomatenmark,EL
,Gemüsebrühe,
,Salz,
,Pfeffer,
,Zucker,
500,Seelachsfilet,g
,Basilikum,
1,Avocado,
1,Zucker,Prise(n)
200,Baby-Spinat,g
1,Limette (Saft),halbe
1,Knoblauchzehe,
100,Kirschtomaten,g
"0,50",Koriander,Bund
,Salz,
,REWE Bio Pfeffer aus der Mühle,
1,laktosefreier Joghurt,EL
3,Estragon,Stiel(e)
,Pfeffer,
150,Weißwein,ml
3,Schalotten,
4,Weißweinessig,EL
1,Salz,Prise(n)
1,Zucker,Prise(n)
4,Eier (Eigelb),
200,Butter,g
,weißer Pfeffer,
1,Petersilie,Bund
"0,50",Koriander,Bund
1,REWE Bio Knoblauch,Zehe(n)
2,Tahin,TL
3,REWE Bio Natives Olivenöl extra,TL
50,Wasser,ml
1,REWE Beste Wahl Kardamom gemahlen,Msp.
1,(milde) Chilischote,
,REWE Bio Pfeffer schwarz,
,Salz,
4,rote Chilis,
6,Knoblauchzehen,
2,Limetten (Saft davon),
2,Tomatenmark,TL
2,Paprikapulver,TL
"0,50",REWE Bio Zitrone,
40,Rotweinessig,ml
2,Öl,EL
2,Suppengrün,Bund
3,Zwiebel,
2,REWE Bio Blütenhonig,TL
50,Butterschmalz,g
1,Salz,TL
3,Thymian,Zweig(e)
150,trockener Rotwein,ml
15,Bitterschokolade,g
,Pfeffer,
2,Mangos,
200,Ananas,g
2,Schalotten,
1,Knoblauch,Zehe(n)
1,milde rote Chilischote,
1,Öl,EL
2,REWE Beste Wahl Brauner Roh-Rohrzucker,EL
1,REWE Beste Wahl Curry gemahlen,TL
150,Apfelsaft,ml
1,Worcestersauce,EL
80,Apfelessig,ml
,Pfeffer,
,Salz,
1,Zwiebel,
2,Knoblauch,Zehe(n)
1,Apfel,
300,Tomaten,g
1,Rapsöl,EL
3,Tomatenmark,EL
100,REWE Bio Tomatenmark,g
200,Rohrzucker,g
150,Apfelessig,ml
50,Worcestersauce,ml
1,Rinderknochen,kg
50,rauchiger Whisky,ml
"0,50",Chilipulver,TL
1,Meersalz,TL
2,"Paprikapulver, rosenscharf",TL
"0,50",schwarzer Pfeffer,TL
1,unbehandelte Zitrone,
2,getrockneter Thymian,Zweig(e)
100,Olivenöl,ml
1,Knoblauchzehe,
2,Rapsöl,EL
130,brauner Zucker,g
150,Apfelessig,ml
1,Rauchsalz,TL
"1,50",Tomaten,kg
2,Zwiebeln,
,Pfeffer,
2,Worcester Sauce,EL
2,Zwiebel,
100,Knollensellerie,g
3,Möhren,
1,Lauch,Stange(n)
1,Senf,EL
1,Tomatenmark,EL
2,Balsamico Essig,EL
150,Rotwein,ml
150,Champignons,g
1,Rosmarin,Stange(n)
,Salz,
,Pfeffer,
4,Olivenöl,EL
1,Lorbeer,Blatt
1,kleiner Spitzkohl,
4,Fischsauce,EL
4,REWE Bio Apfelessig,EL
1,Feigensenf,EL
,Salz,
,Pfeffer,
250,Champignons,g
,"REWE Feine Welt Mexikos Jalapeño,  Chilli in der Mühle",
3,Sonnenblumenöl,EL
400,Bandnudeln,g
,Salz,
5,Weißwein,EL
200,Gemüsebrühe,ml
150,REWE Beste Wahl Ziegenfrischkäse,g
,Pfeffer,
50,getrocknete Tomaten in Öl,g
1,Zwiebel,
,Thymian zum Garnieren,
1,Radicchio Salat,Kopf
,REWE Bio Roh-Rohrzucker,
1,Zitronensaft,EL
125,Feldsalat,g
200,Radicchio Salat,g
2,REWE Bio Roh-Rohrzucker,EL
1,Birne,
2,Thymian,Zweig(e)
3,REWE Bio Apfelessig mit Honig,EL
"0,50",Hefe,Würfel
1,Zucker,TL
500,Mehl,g
,Salz,
4,Olivenöl,EL
2,Knoblauch,Zehe(n)
500,passierte Tomaten,
,Salz,
,Pfeffer,
"0,50",Oregano,TL
1,mittelscharfer Senf,TL
2,Birnen,
"0,25",Radicchio,
"0,50",Zitrone,
250,Zott Zottarella Rolle Classic,g
150,Kirschmarmelade,g
,bunter Pfeffer aus der Mühle,
3,Walnussöl,EL
"0,50",Lebkuchengewürz,TL
200,Marzipan,g
200,griechischer Joghurt,g
100,Mascarpone,g
1,Vanillezucker,Päckchen
100,Schlagsahne,g
"0,50",Sahnesteif,Päckchen
100,Oblatenlebkuchen (ohne Schokolade),g
2,Tortenböden dunkel,
5,Zimtsterne,
100,Marzipan-Rohmasse,g
250,weiche Butter,g
175,REWE Bio Roh-Rohrzucker,g
1,Salz,Prise(n)
1,Vanillin-Zucker,Packung(en)
5,Eier (Größe M),
50,Apfelsaft,ml
500,REWE Bio Mehl (Type 550),g
1,Backpulver,Packung(en)
,Puderzucker zum Bestäuben,
100,Wildreismischung,g
1,Petersilie,Bund
1,Suppengrün,Bund
200,Cranberry-Sauce,g
1,Lorbeer,Blatt
1,Rinder-Rollbraten,
2,Wacholderbeeren,
500,trockener Rotwein,ml
900,REWE Feine Welt Rinderfond,ml
120,Seidentofu,g
3,rote Zwiebeln,
1,Wirsing,Kopf
2,geriebene Muskatnuss,Prise(n)
200,geräucherter durchwachsener Speck,g
2,Tomatenmark,EL
2,Speisestärke,EL
100,Mascarpone-Sauce,g
180,Zucker,g
200,Marzipanrohmasse,g
6,Eier,
5,Öl,EL
2,Back-Kakao,EL
250,gemahlene Mandeln,g
75,Weizenmehl,g
1,Salz,Prise(n)
100,"laktosfreie, weiße Schokolade",g
300,TK-Beerenmix,g
1,Ei,
200,Marzipanrohmasse,g
,REWE Feine Welt Rosa Kristallsalz,
150,Puderzucker,g
,Pfeffer (z. B. REWE Feine Welt Tellycherry Pfeffer),
3,Wasser,EL
60,laktosefreie Schokoraspel,g
1,frischer Hefekuchenteig (Rolle),
"1,50",Bio-Orangen,kg
100,Marzipan-Rohmasse,g
5,Tropfen Bittermandelaroma,
200,Marzipanrohmasse,g
1,frischer Hefekuchenteig (Kühltheke),Packung(en)
150,Puderzucker,g
250,klarer Apfelsaft,ml
3,Zitronensaft,EL
100,REWE Bio Roh-Rohrzucker,g
2,Speisestärke,TL
175,REWE Bio Milch,ml
50,gemahlener Mohn,g
150,Schlagsahne,ml
75,Marzipan-Rohmasse,g
350,Magerquark,g
1,REWE Bio Apfel,
4,Apfelspalten zum Verzieren,
500,Zwetschgen,g
1,Ei,
1,Bittermandelaroma,Messerspitze
"1,50",Zitronenabrieb,TL
1,Salz,Prise(n)
4,Eier (Gr. M),
200,Dinkelmehl,g
1,Backpulver,TL
50,Milch,ml
150,Frischkäse,g
75,Puderzucker,g
50,Marzipan-Rohmasse,g
"0,50",Backkakao,TL
80,Mini-Marshmallows,g
400,REWE Beste Wahl TK-Himbeeren,g
150,REWE Beste Wahl Marshmallows,g
250,Sahne,g
1,Vanillezucker,Päckchen
350,Naturjoghurt,g
120,Rohrohrzucker,g
2,Eier,
75,Zucker,g
1,Vanillezucker,Päckchen
100,weiche Butter,g
100,Zartbitterschokolade,g
10,Marshmallows,
75,Streudekor,g
2,Minze,Zweig(e)
2,feiner Zucker,EL
24,Erdbeeren,
24,große Marshmallows,
8,Holzspieße,
200,Zartbitterschokolade,g
100,Vollmilchschokolade,g
300,Marshmallows,g
200,Butterkekse,g
500,REWE Frei von Mehlmischung,g
1,Honig,TL
1,Salz,TL
3,Leinsamen,EL
"1,50",Backpulver,Päckchen
400,Wasser,ml
1,Olivenöl,TL
,Fett für die Form,
4,Schweinekoteletts,
1,gemahlene Nelken,Messerspitze
1,gemahlener Kardamom,Messerspitze
1,Meersalz,TL
9,REWE Bio Rapsöl,EL
1,grüner Spargel,kg
1,REWE Bio Rohrzucker,EL
,frisch gemahlener Pfeffer,
4,blaue Kartoffeln,
4,Drillinge,
2,"REWE Bio Curry, indische Art",TL
1,REWE Bio gemahlener Zimt,Messerspitze
1,gemahlene Nelken,Messerspitze
4,rote Kartoffeln,
1,"Rosmarinnadeln, gehackt",EL
100,süße Spitzpaprika,g
100,Aprikosen-Konfitüre,g
1,Worcestersauce,EL
2,Kapern,TL
280,Tomatenwürfel,g
1,Zitronensaft,EL
20,REWE Bio Apfelessig,ml
4,Heilbuttfilets,
,Meersalz,
,Pfeffer,
1,grüner Spargel,kg
2,Schalotten,
500,Erdbeeren,g
4,Balsamicoessig,EL
1,Bio Zitrone,
60,Pistazienkerne,g
7,Olivenöl,EL
,Öl für Backblech und Pfanne,
2,Schalotten,kleine
50,Butter,g
3,Gewürzgurken,
1,REWE Feine Welt Pfifferlinge,Glas
4,REWE Feine Welt Single Malt Whiskey,cl
1,REWE Feine Welt Wild-Fond,Glas
200,Sahne,ml
1,Crème fraîche,EL
,Salz,
,Pfeffer,
12,REWE Feine Welt Hirschmedaillons,
,Öl zum Braten,etwas
250,"REWE Feine Welt Nudel Nester Schwäbischer Art, Bandnudeln",g
2,Rote Bete,Knolle(n)
4,Walnussöl,EL
1,Rosmarin,Zweig(e)
1,Thymian,Zweig(e)
8,Wacholderbeeren,
1,Zwiebel,
1,Knoblauch,Zehe(n)
1,rote Chili,Schote(n)
1,Zitronengras,Stange(n)
150,Geflügelfond,ml
200,Kokosmilch,ml
,Salz,
4,Tomaten,
125,Büffelmozzarella,g
1,Curry Gewürzmischung,EL
60,Parmesan,g
2,Thymian,Zweig(e)
1,Olivenöl,EL
,Salz,
,Pfeffer,
1,Banane,
2,Sonnenblumenöl,EL
6,Ciabattabrötchen,
,evtl. Olivenöl zum Braten,
250,Mehl,g
"0,50",Salz,TL
3,Olivenöl,EL
2,Trockenhefe,TL
1,Zucker,TL
150,lauwarmes Wasser,ml
,Mehl zum Ausrollen,
,Olivenöl zum Backen,
1,Blutorangensaft (z. B. von REWE Beste Wahl),l
900,Zucker,g
3,Sternanis,
2,Zimtstangen,
"7,50",Rosmarin,Zweig(e)
1,Salz,Prise(n)
2,Vanillinzucker,Packung(en)
1,Vanilleschote,
200,Zucker,g
280,weiche Butter,g
7,Backpulver,g
2,Backkakao (gehäuft),EL
75,Kokosraspel,g
3,Lemoncurd,EL
2,"Eier (Größe M, Raumtemperatur)",
220,Milch (Raumtemperatur),ml
240,Mehl,g
,oranges Fondant (daumengroßes Stück),
,schwarzes Fondant (daumengroßes Stück),
,weißes Fondant (daumengroßes Stück),
"0,50",grüne Lebensmittelfarbe,TL
1,Schoko Ostereier,Handvoll
1,Knoblauchzehe,
1,kleines Stück frischer Ingwer,
200,roher Lachs (sehr gute Qualität),g
,Salz,
,Pfeffer,
,Zucker,
1,Schalotte,
1,Avocado,
1,Olivenöl,EL
"0,50",Gurke,
6,Zwiebeln,
250,Butter,g
100,Mehl,g
,Salz,
3,Zwiebeln,
1,Wacholderbeeren,EL
1,Pfefferkörner,EL
1,Lorbeerblatt,
"0,50",Meersalz,EL
2,Öl,EL
450,Gemüsebrühe,ml
3,rotschalige Äpfel,
1,laktosefreie Butter,EL
400,REWE Frei von Fusilli glutenfrei,g
100,Orangensaft,ml
"0,50",rote Chilischote,
1,Maisstärke,EL
,Pfeffer,
2,Curry,EL
,Salz,
,Pfeffer,
,Füllung je nach Geschmack,
1000,Toastbrot,g
300,heiße Milch,ml
4,Eier,
2,rote Zwiebeln,
50,Butter,g
200,gehackte Pecannüsse,g
200,"gehackte, candierte Cranberrys",g
1,Schnittlauch,Bund
1,Petersilie,Bund
,geriebene Muskatnuss,
2,Äpfel,
1,Mango,
75,Zucker,g
1,geriebener Ingwer,TL
"0,50",gewürfelte Chilichote,
1,Hokkaidokürbis,
1,gelbe Zucchini,
1,grüne Zucchini,
2,Öl,EL
1,frische Rosmarinnadeln,EL
1,Knoblauchzehe,
10,Ingwer,g
1,rote Chilischote,
400,Möhren,g
300,Mangold (rot und gelb gemischt),g
600,Putenschnitzel,g
250,ja! Langkorn Spitzenreis,g
4,ja! Olivenöl Extra Nativ,EL
3,Sojasoße,EL
,Salz,
,Pfeffer,
400,Gemüsebrühe,ml
1,Zucker,TL
2,Koriander,Zweig(e)
2,Hähnchenbrüste,
6,Bacon,Scheibe(n)
100,Parmesan am Stück,g
50,Butter,g
1,Limette,
"0,50",frischer Koriander,Bund
1,Knoblauch,Zehe(n)
2,Rosmarin,Zweig(e)
,Salz,
,Pfeffer,
200,REWE Beste Wahl Spätzle,g
,REWE Beste Wahl Tafelsalz,
,REWE Bio Pfeffer a. d. Mühle,
8,Pancetta,Scheibe(n)
1,REWE Bio Rapsöl,EL
100,REWE Frei von Frischkäse laktosefrei,g
2,Salbei,Zweig(e)
400,Kirschtomaten,g
30,Walnusskernhälften,g
1,REWE Bio Butter,EL
,geriebene Muskatnuss,
600,Putenbrustfilet (Innenfilet),g
1,Kakao,EL
3,Butter,EL
1,Rosmarin,Zweig(e)
1,Zitrone,
1,Blumenkohlröschen,kg
800,blaue Kartoffeln,g
2,"Schalotten, fein gehackt",
,Saft einer ganzen Zitrone,
200,Sahne,ml
,etwas geriebene Muskatnuss,
,frisch gemahlener Pfeffer,
,Salz,
,Meersalz,
100,Ziegenfrischkäse,g
,Pfeffer,
1,Speisestärke,EL
1,Blumenkohl,
50,Mandelsplitter,g
200,Gemüsebrühe,ml
4,roher Schinken,Scheibe(n)
2,Rapsöl,EL
200,Sahne,ml
200,REWE Bio Champignons,g
"0,50",REWE Bio glatte Petersilie,Bund
500,REWE Bio Putenschnitzel,g
5,REWE Bio Natives Olivenöl,EL
,Salz,
,Pfeffer aus der Mühle,
2,REWE Bio klare Gemüsebrühe,EL
250,REWE Bio Couscous,g
,gemahlener Kreuzkümmel,
3,Basilikum,Zweig(e)
40,Parmesan-Käse,g
,gemahlener Pfeffer,
2,Olivenöl,EL
8,Schaschlikspieße aus Holz,
300,grüne Bohnen,g
,Salz,
5,REWE Bio Rapsöl,EL
,Pfeffer,
1,REWE Bio Zwiebel,
200,REWE Bio Cherry Romatomaten,g
5,REWE Bio Apfel Balsamico-Essig,EL
1,Senf,TL
"0,50",Honig,TL
2,REWE Bio Gartenkresse,Beet(e)
500,Rotkohl,g
2,Zwiebeln,
1,Butterschmalz,EL
,Salz,
,Pfeffer,
2,Rewe Feine Welt Rosa Italien Essig,EL
200,Tangerinensaft,ml
2,Lorbeerblätter,
1,Rewe Feine Welt Orange aus Sevilla,EL
1,Zimtstange,
3,Gewürznelken,
1,Schalotte,
1,Rewe Feine Welt Lesvos g.g.A. mildes Olivenöl,EL
250,Rewe Feine Welt Kalinfornisches Paradies Granatapfelsaft,ml
300,Rewe Feine Welt Geflügelfond,ml
2,Speisestärke,EL
1,Granatapfel,
2,Thymian,Stiel(e)
,Gewürzkugel,
