x|y|labels
6.350613117218018|-2.2292776107788086|Aprikosen
-21.354249954223633|7.1465535163879395|Fruchtaufstrich
-21.391845703125|19.405305862426758|Avocado
27.244230270385742|-27.382213592529297|einer
17.73291778564453|-4.573777675628662|Eigelb
-22.156545639038086|16.13188362121582|Bacon
-22.145633697509766|10.142533302307129|Bergkäse
24.192392349243164|-12.12428092956543|am
26.14939308166504|-23.74510383605957|Stück
-21.945419311523438|10.387303352355957|Birnen
5.565523624420166|-2.1672356128692627|reife
26.4997615814209|-24.11793327331543|kg
-18.10196304321289|26.426315307617188|Cocktailtomaten
-21.136274337768555|20.28082847595215|Currypulver
26.622743606567383|-21.79395294189453|etwas
-11.908219337463379|-1.7583351135253906|Ei
9.437273025512695|-2.2388901710510254|Emmentaler
-18.453969955444336|26.990522384643555|Erdnüsse
-22.478830337524414|12.690752983093262|Feldsalat
-17.70192527770996|27.595149993896484|Feta
15.440814018249512|-3.3797504901885986|Frische
5.5973591804504395|-2.636878728866577|15
-2.8349411487579346|-3.259430408477783|38%
26.481054306030273|-20.06966781616211|Garnelen
24.108158111572266|-10.641646385192871|Gouda
2.0801758766174316|-2.5507993698120117|Gemüsebrühe
15.761043548583984|-3.5803089141845703|Hähnchen
-22.35148811340332|12.7243070602417|Heidelbeeren
-19.534374237060547|24.145530700683594|HokkaidoKürbis
21.489662170410156|-6.819399356842041|Joghurt
-20.488901138305664|5.1763787269592285|Hackfleisch
26.108131408691406|-14.986626625061035|
26.215084075927734|-17.420330047607422|dem
12.21243953704834|-2.4065849781036377|mild
-20.673139572143555|20.9637508392334|Kugeln
-20.606990814208984|21.627338409423828|ganz
26.81163787841797|-21.113252639770508|Kartoffeln
5.256562232971191|-2.188999652862549|festkochend
-18.762868881225586|25.20256996154785|Kichererbsen
-21.3448543548584|18.84425926208496|Kresse
24.93084716796875|-12.440192222595215|Kräuter
-9.875791549682617|-2.3169193267822266|Frischkäse
26.767004013061523|-27.126785278320312|Schale
-19.1766300201416|3.3205134868621826|Karotten
-18.82081413269043|3.2428762912750244|Meersalz
13.444704055786133|-2.8372862339019775|Kräutern
26.205385208129883|-26.382129669189453|zum
-22.409297943115234|13.728534698486328|Bestreuen
24.27614402770996|-11.257486343383789|Mehl
-6.125880241394043|-2.912523031234741|Type
-16.212862014770508|0.522201418876648|550
-19.315731048583984|3.5978784561157227|Typ
-21.201984405517578|7.0380635261535645|Gewürz
-4.730193138122559|-3.315636396408081|45
-20.010440826416016|23.056978225708008|Extra
11.363873481750488|-2.3797457218170166|Naturjoghurt
5.049933433532715|-2.285324811935425|Möhren
25.182546615600586|-13.803606986999512|abgeriebene
18.437294006347656|-4.8159589767456055|Paprika
-20.254873275756836|5.420609474182129|frischen
10.430569648742676|-2.4165735244750977|Rote
-19.159982681274414|25.454219818115234|Linsen
-11.7805814743042|-1.8282639980316162|Pesto
23.71142578125|-10.014470100402832|Petersilie
26.450117111206055|-24.433109283447266|Bund
-21.96099090576172|18.663833618164062|Quinoa
2.1980342864990234|-2.513335704803467|schwarz
-21.952165603637695|17.99949073791504|Quark
-18.314220428466797|26.00415802001953|Salatgurke
-10.205241203308105|-2.7010700702667236|Schmand
26.53608512878418|-24.813392639160156|Zitrone
-19.42254066467285|3.81451678276062|Speisequark
18.17276382446289|-4.693661212921143|Kühlregal
-18.323293685913086|27.18665885925293|Süßrahmbutter
21.057981491088867|-6.698469638824463|Thymian
14.650808334350586|-3.2070412635803223|Stiele
-17.750715255737305|28.14094352722168|Tofu
-13.562345504760742|-1.125475525856018|natur
-2.7636773586273193|-3.0793023109436035|Weizenmehl
25.788959503173828|-14.633187294006348|l
-21.453920364379883|7.836836338043213|Becher
-22.477170944213867|11.267580032348633|Weiße
-18.099018096923828|26.962358474731445|Ziegenfrischkäse
17.708852767944336|-4.243322372436523|Minze
-21.607791900634766|19.26360511779785|Zitronensaft
26.30807113647461|-18.09515953063965|gelb
26.823293685913086|-21.026758193969727|rot
12.862212181091309|-2.712738275527954|festkochende
-14.685242652893066|-0.5223036408424377|HMilch
21.81734848022461|-7.625108242034912|gemahlener
-13.094045639038086|-1.4139366149902344|Lachs
-10.513004302978516|-2.0583114624023438|glatte
-22.30911636352539|14.80780029296875|Spargel
-8.955915451049805|-2.4051949977874756|natives
5.172839164733887|-1.9432369470596313|Beutel
25.287803649902344|-13.518709182739258|schwarze
-10.54380989074707|-1.908485770225525|schwarzer
20.994218826293945|-7.026437282562256|getrocknet
26.139625549316406|-16.72279930114746|Äpfel
26.302200317382812|-26.64773178100586|und
26.224639892578125|-26.486160278320312|Saft
23.558198928833008|-10.277565002441406|BioZitrone
-16.636714935302734|29.549243927001953|Soße
-3.2147905826568604|-3.238807201385498|geschälte
25.018346786499023|-9.495326042175293|Feine
26.673480987548828|-13.578502655029297|Welt
15.06429672241211|-2.854457139968872|Lesvos
10.18958854675293|-1.7063385248184204|ggA
-22.281301498413086|16.559606552124023|Gin
14.857156753540039|-3.248546600341797|cl
-21.810176849365234|8.015218734741211|IGP
24.042295455932617|-11.18694019317627|Öl
-17.32499885559082|28.77967071533203|Avocados
-19.317291259765625|25.095327377319336|BalsamicoEssig
-21.22103500366211|18.95471954345703|Bandnudeln
-22.776134490966797|11.458182334899902|Elsässer
-10.382180213928223|-2.0150716304779053|Blütenhonig
3.848217248916626|-2.3645358085632324|Burgenland
-2.1077463626861572|-2.8765711784362793|Tracht
-9.612181663513184|-2.661635160446167|flüssig
-21.89242172241211|10.237918853759766|Honig
-21.837217330932617|18.76624870300293|Ciabatta
21.48515510559082|-7.246471881866455|Vanille
-12.482932090759277|-1.703162431716919|Kakao
-20.86240005493164|6.120266437530518|Feigen
-22.427040100097656|11.572872161865234|Fenchel
25.647010803222656|-14.671257019042969|Chili
0.28806617856025696|-3.06695294380188|Gemüsefond
-4.295409679412842|-2.947512149810791|Gemüse
-0.8124672174453735|-2.79640793800354|Thunfisch
23.571828842163086|-10.238953590393066|Ingwer
-17.918237686157227|27.131832122802734|Pfifferlinge
-2.495574712753296|-2.432560443878174|Italien
-22.600675582885742|11.871830940246582|Bianco
-2.759460926055908|-2.868239641189575|Essig
26.246665954589844|-26.52811622619629|halben
-3.865501880645752|-3.252258777618408|BioOrange
-20.2663516998291|4.984688758850098|Schinken
25.191322326660156|-13.531641960144043|Stein
-21.16339111328125|20.296159744262695|Chiliflocken
-17.318443298339844|1.079250454902649|Schoten
-4.292841911315918|-2.549882411956787|Salz
-7.9781670570373535|-2.8768982887268066|Sevilla
-20.607585906982422|21.46286964416504|Parmesan
-18.518991470336914|25.767520904541016|Rotwein
17.05461883544922|-4.264819145202637|Käse
0.9088366031646729|-3.009321928024292|Rosa
26.489551544189453|-20.994892120361328|grüne
-21.945995330810547|9.25204086303711|Cashewkerne
18.345733642578125|-4.748829364776611|Päckchen
-17.893102645874023|1.7532310485839844|Weißer
25.583019256591797|-14.479379653930664|klein
-9.326157569885254|-2.637052059173584|rosa
-19.43830108642578|24.288522720336914|Bananen
23.138612747192383|-9.135954856872559|Frei
-6.987725257873535|-2.8646328449249268|35%
17.569944381713867|-4.54427433013916|laktosefrei
7.061995983123779|-2.1874501705169678|Mais
-16.051143646240234|0.23401930928230286|glutenfrei
-4.603243827819824|-3.0437145233154297|Vollmilchschokolade
1.652454137802124|-2.7023844718933105|laktosefreie
-13.133112907409668|-1.3188154697418213|laktosefreier
26.60455322265625|-22.115598678588867|frisch
-18.727313995361328|26.586214065551758|Orangensaft
25.738441467285156|-13.713834762573242|Regional
-21.400636672973633|18.24195098876953|Cherrytomaten
20.663976669311523|-6.233452320098877|Kopf
-5.25817346572876|-2.6629621982574463|Elstar
-20.529356002807617|5.525861740112305|Erdbeeren
-17.161943435668945|0.9617255926132202|Koriander
-17.372831344604492|27.899614334106445|Kürbis
-19.15689468383789|24.87163734436035|Maiskolben
3.7665300369262695|-2.2847559452056885|Oregano
7.932754993438721|-2.197252035140991|Rosmarin
15.9327974319458|-3.592935800552368|Zweige
-21.148025512695312|19.959089279174805|Rotkohl
23.992094039916992|-10.472718238830566|evtl
-4.418311595916748|-2.6019604206085205|Boskop
